# Log de vuelo QAV250 Gemelo Digital
# Generado: 2026-06-05T12:34:25.645310
#
# Columnas:
#   t      = tiempo relativo al primer mensaje [s]
#   X      = posicion longitudinal (Pitch) [m]
#   Y      = posicion lateral (Roll) [m]
#   Z      = altura [m]
#   Roll   = angulo de alabeo [grados]
#   Pitch  = angulo de cabeceo [grados]
#   Yaw    = angulo de guinada [grados]
#   w1..w4 = velocidad angular de cada motor [rad/s]
#   pwm1..4= PWM de cada motor [us]
#
         t |        X        Y        Z |     Roll    Pitch      Yaw |      w1      w2      w3      w4 |  pwm1  pwm2  pwm3  pwm4
    40.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.69 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.652 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.701 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.750 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.800 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.850 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.900 |    0.000    0.000    0.000 |    -0.68     1.67     0.72 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    40.950 |    0.000    0.000    0.000 |    -0.68     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.000 |    0.000    0.000    0.000 |    -0.68     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.050 |    0.000    0.000    0.000 |    -0.68     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.100 |    0.000    0.000    0.000 |    -0.68     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.150 |    0.000    0.000    0.000 |    -0.68     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.200 |    0.000    0.000    0.000 |    -0.68     1.67     0.69 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.250 |    0.000    0.000    0.000 |    -0.68     1.67     0.69 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.300 |    0.000    0.000    0.000 |    -0.68     1.67     0.69 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.350 |    0.000    0.000    0.000 |    -0.68     1.67     0.69 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.401 |    0.000    0.000    0.000 |    -0.68     1.67     0.69 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.450 |    0.000    0.000    0.000 |    -0.68     1.67     0.67 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.67 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.67 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.67 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.67 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.700 |    0.000    0.000    0.000 |    -0.69     1.67     0.65 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.750 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.800 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.850 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.900 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    41.950 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.000 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.050 |    0.000    0.000    0.000 |    -0.69     1.67     0.66 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.100 |    0.000    0.000    0.000 |    -0.69     1.67     0.68 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.150 |    0.000    0.000    0.000 |    -0.69     1.67     0.68 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.200 |    0.000    0.000    0.000 |    -0.69     1.67     0.68 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.250 |    0.000    0.000    0.000 |    -0.69     1.67     0.68 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.300 |    0.000    0.000    0.000 |    -0.69     1.67     0.68 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.350 |    0.000    0.000    0.000 |    -0.69     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.400 |    0.000    0.000    0.000 |    -0.69     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.450 |    0.000    0.000    0.000 |    -0.69     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.500 |    0.000    0.000    0.000 |    -0.69     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.550 |    0.000    0.000    0.000 |    -0.69     1.67     0.70 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.600 |    0.000    0.000    0.000 |    -0.69     1.67     0.71 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.650 |    0.000    0.000    0.000 |    -0.69     1.67     0.71 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.700 |    0.000    0.000    0.000 |    -0.69     1.67     0.71 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.750 |    0.000    0.000    0.000 |    -0.69     1.67     0.71 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.800 |    0.000    0.000    0.000 |    -0.69     1.67     0.71 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.850 |    0.000    0.000    0.000 |    -0.69     1.67     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.900 |    0.000    0.000    0.000 |    -0.69     1.67     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    42.953 |    0.000    0.000    0.000 |    -0.69     1.67     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.003 |    0.000    0.000    0.000 |    -0.69     1.67     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.050 |    0.000    0.000    0.000 |    -0.69     1.67     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.100 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.150 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.200 |    0.000    0.000    0.000 |    -0.69     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.251 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.300 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.350 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.400 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.450 |    0.000    0.000    0.000 |    -0.69     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.73 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.73 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.73 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.73 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.700 |    0.000    0.000    0.000 |    -0.68     1.67     0.73 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.750 |    0.000    0.000    0.000 |    -0.68     1.66     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.800 |    0.000    0.000    0.000 |    -0.68     1.66     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.850 |    0.000    0.000    0.000 |    -0.68     1.66     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.900 |    0.000    0.000    0.000 |    -0.68     1.66     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    43.950 |    0.000    0.000    0.000 |    -0.68     1.66     0.74 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.000 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.050 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.100 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.150 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.200 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.250 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.300 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.350 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.400 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.450 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.700 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.750 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.800 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.850 |    0.000    0.000    0.000 |    -0.68     1.67     0.76 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.900 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    44.950 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.000 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.050 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.100 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.150 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.200 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.250 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.300 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.350 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.400 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.450 |    0.000    0.000    0.000 |    -0.68     1.66     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.700 |    0.000    0.000    0.000 |    -0.68     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.750 |    0.000    0.000    0.000 |    -0.68     1.67     0.75 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.800 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.850 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.900 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    45.950 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.000 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.050 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.100 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.150 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.200 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.251 |    0.000    0.000    0.000 |    -0.68     1.66     0.77 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.300 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.350 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.400 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.450 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.700 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.750 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.800 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.850 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.900 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    46.950 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.000 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.050 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.100 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.150 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.200 |    0.000    0.000    0.000 |    -0.68     1.66     0.85 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.250 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.300 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.350 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.400 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.450 |    0.000    0.000    0.000 |    -0.68     1.67     0.86 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.500 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.550 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.700 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.750 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.800 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.850 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.900 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    47.950 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.000 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.050 |    0.000    0.000    0.000 |    -0.68     1.67     0.90 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.100 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.150 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.200 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.250 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.300 |    0.000    0.000    0.000 |    -0.67     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.350 |    0.000    0.000    0.000 |    -0.67     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.400 |    0.000    0.000    0.000 |    -0.67     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.450 |    0.000    0.000    0.000 |    -0.67     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.500 |    0.000    0.000    0.000 |    -0.67     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.550 |    0.000    0.000    0.000 |    -0.67     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.600 |    0.000    0.000    0.000 |    -0.68     1.67     0.92 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.650 |    0.000    0.000    0.000 |    -0.68     1.67     0.92 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.700 |    0.000    0.000    0.000 |    -0.68     1.67     0.92 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.752 |    0.000    0.000    0.000 |    -0.68     1.67     0.92 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.800 |    0.000    0.000    0.000 |    -0.68     1.67     0.92 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.850 |    0.000    0.000    0.000 |    -0.68     1.67     0.92 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.900 |    0.000    0.000    0.000 |    -0.68     1.67     0.93 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    48.950 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.000 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.050 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.100 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.151 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.200 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.250 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.300 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.350 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.400 |    0.000    0.000    0.000 |    -0.68     1.67     0.94 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.450 |    0.000    0.000    0.000 |    -0.69     1.67     0.98 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    49.500 |    0.000    0.000    0.000 |    -0.69     1.67     0.98 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.550 |    0.000    0.000    0.000 |    -0.69     1.67     0.98 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.600 |    0.000    0.000    0.000 |    -0.69     1.67     0.98 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.650 |    0.000    0.000    0.000 |    -0.69     1.67     0.98 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.700 |    0.000    0.000    0.000 |    -0.69     1.67     1.05 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.750 |    0.000    0.000    0.000 |    -0.69     1.67     1.09 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.800 |    0.000    0.000    0.000 |    -0.69     1.67     1.09 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.850 |    0.000    0.000    0.000 |    -0.69     1.67     1.09 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.900 |    0.000    0.000    0.000 |    -0.69     1.67     1.09 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    49.950 |    0.000    0.000    0.000 |    -0.69     1.67     1.09 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.000 |    0.000    0.000    0.000 |    -0.69     1.67     1.10 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.050 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.100 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.150 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.200 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.250 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.300 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.350 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.400 |    0.000    0.000    0.000 |    -0.69     1.67     1.08 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.450 |    0.000    0.000    0.000 |    -0.69     1.67     1.04 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.500 |    0.000    0.000    0.000 |    -0.69     1.67     1.04 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.550 |    0.000    0.000    0.000 |    -0.69     1.67     1.04 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.600 |    0.000    0.000    0.000 |    -0.69     1.67     1.04 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.651 |    0.000    0.000    0.000 |    -0.69     1.66     1.02 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.700 |    0.000    0.000    0.000 |    -0.69     1.66     1.02 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.750 |    0.000    0.000    0.000 |    -0.69     1.66     1.02 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
    50.800 |    0.000    0.000    0.000 |    -0.69     1.66     1.02 |   363.6   445.4   384.8   424.2 |  1120  1147  1127  1140
