# Log de vuelo QAV250 Gemelo Digital
# Generado: 2026-06-05T15:41:39.562755
#
# Columnas:
#   t      = tiempo relativo al primer mensaje [s]
#   X      = posicion longitudinal (Pitch) [m]
#   Y      = posicion lateral (Roll) [m]
#   Z      = altura [m]
#   Roll   = angulo de alabeo [grados]
#   Pitch  = angulo de cabeceo [grados]
#   Yaw    = angulo de guinada [grados]
#   w1..w4 = velocidad angular de cada motor [rad/s]
#   pwm1..4= PWM de cada motor [us]
#
         t |        X        Y        Z |     Roll    Pitch      Yaw |      w1      w2      w3      w4 |  pwm1  pwm2  pwm3  pwm4
    10.100 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.150 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.200 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.250 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.300 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.350 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.400 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.450 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.500 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.550 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.600 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.650 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.700 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.750 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.800 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.850 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.900 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    10.950 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.000 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.050 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.100 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.150 |    0.000    0.000    0.000 |    -0.73     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.200 |    0.000    0.000    0.000 |    -0.73     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.250 |    0.000    0.000    0.000 |    -0.73     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.300 |    0.000    0.000    0.000 |    -0.73     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.350 |    0.000    0.000    0.000 |    -0.73     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.400 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.450 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.500 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.550 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.600 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.650 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.700 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.750 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.800 |    0.000    0.000    0.000 |    -0.74     1.61     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.850 |    0.000    0.000    0.000 |    -0.74     1.61     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.900 |    0.000    0.000    0.000 |    -0.74     1.61     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    11.950 |    0.000    0.000    0.000 |    -0.74     1.61     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.000 |    0.000    0.000    0.000 |    -0.74     1.61     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.050 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.100 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.150 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.200 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.250 |    0.000    0.000    0.000 |    -0.74     1.61     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.300 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.350 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.400 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.450 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.500 |    0.000    0.000    0.000 |    -0.74     1.61     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.550 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.600 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.650 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.700 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.750 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.800 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.850 |    0.000    0.000    0.000 |    -0.74     1.60     0.20 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.900 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    12.950 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.000 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.050 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.100 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.150 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.200 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.250 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.300 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.350 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.400 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.450 |    0.000    0.000    0.000 |    -0.74     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.500 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.550 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.600 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.650 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.700 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.750 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.800 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.850 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.900 |    0.000    0.000    0.000 |    -0.73     1.60     0.22 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    13.950 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.000 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.050 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.100 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.150 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.200 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.250 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.300 |    0.000    0.000    0.000 |    -0.73     1.60     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.350 |    0.000    0.000    0.000 |    -0.73     1.61     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.400 |    0.000    0.000    0.000 |    -0.73     1.61     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.450 |    0.000    0.000    0.000 |    -0.73     1.61     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.500 |    0.000    0.000    0.000 |    -0.73     1.61     0.23 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.550 |    0.000    0.000    0.000 |    -0.73     1.61     0.24 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.600 |    0.000    0.000    0.000 |    -0.73     1.61     0.24 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.650 |    0.000    0.000    0.000 |    -0.73     1.61     0.24 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.700 |    0.000    0.000    0.000 |    -0.73     1.61     0.24 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.750 |    0.000    0.000    0.000 |    -0.73     1.61     0.24 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.800 |    0.000    0.000    0.000 |    -0.73     1.61     0.24 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.850 |    0.000    0.000    0.000 |    -0.73     1.61     0.25 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.900 |    0.000    0.000    0.000 |    -0.73     1.61     0.25 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    14.950 |    0.000    0.000    0.000 |    -0.73     1.61     0.25 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.000 |    0.000    0.000    0.000 |    -0.73     1.61     0.25 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.050 |    0.000    0.000    0.000 |    -0.73     1.61     0.25 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.100 |    0.000    0.000    0.000 |    -0.73     1.61     0.25 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.150 |    0.000    0.000    0.000 |    -0.73     1.61     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.200 |    0.000    0.000    0.000 |    -0.73     1.61     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.250 |    0.000    0.000    0.000 |    -0.73     1.61     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.300 |    0.000    0.000    0.000 |    -0.73     1.61     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.350 |    0.000    0.000    0.000 |    -0.73     1.61     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.400 |    0.000    0.000    0.000 |    -0.73     1.61     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.450 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.500 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.550 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.600 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.650 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.700 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.750 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.800 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.850 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.900 |    0.000    0.000    0.000 |    -0.73     1.60     0.26 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    15.950 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.000 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.050 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.100 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.150 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.200 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.250 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.300 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.350 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    16.400 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.450 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.500 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.550 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.600 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.650 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.700 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.750 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.800 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.850 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.900 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    16.950 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.000 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.050 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.100 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.150 |    0.000    0.000    0.000 |    -0.73     1.60     0.27 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.200 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.250 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.300 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.350 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.400 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.450 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.500 |    0.000    0.000    0.000 |    -0.73     1.60     0.31 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.550 |    0.000    0.000    0.000 |    -0.73     1.60     0.34 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.600 |    0.000    0.000    0.000 |    -0.73     1.60     0.34 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.650 |    0.000    0.000    0.000 |    -0.73     1.60     0.34 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.700 |    0.000    0.000    0.000 |    -0.73     1.60     0.34 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.750 |    0.000    0.000    0.000 |    -0.73     1.61     0.41 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.800 |    0.000    0.000    0.000 |    -0.73     1.61     0.41 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.850 |    0.000    0.000    0.000 |    -0.73     1.61     0.41 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.900 |    0.000    0.000    0.000 |    -0.73     1.61     0.41 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    17.950 |    0.000    0.000    0.000 |    -0.73     1.61     0.41 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.000 |    0.000    0.000    0.000 |    -0.67     1.63     0.52 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.050 |    0.000    0.000    0.000 |    -0.67     1.63     0.52 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.100 |    0.000    0.000    0.000 |    -0.67     1.63     0.52 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.150 |    0.000    0.000    0.000 |    -0.67     1.63     0.52 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.200 |    0.000    0.000    0.000 |    -0.67     1.63     0.52 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.250 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.300 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.350 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.400 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.450 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.500 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.550 |    0.000    0.000    0.000 |    -0.71     1.62     0.55 |   339.4   424.2   366.6   400.0 |  1112  1140  1121  1132
    18.600 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.650 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.700 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.750 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.800 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.850 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.900 |    0.000    0.000    0.000 |    -0.73     1.57     0.83 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    18.950 |    0.000    0.000    0.000 |    -0.73     1.60     1.14 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.000 |    0.000    0.000    0.000 |    -0.73     1.60     1.14 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.050 |    0.000    0.000    0.000 |    -0.73     1.60     1.14 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.100 |    0.000    0.000    0.000 |    -0.73     1.60     1.14 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.150 |    0.000    0.000    0.000 |    -0.72     1.61     1.53 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.200 |    0.000    0.000    0.000 |    -0.72     1.61     1.53 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.250 |    0.000    0.000    0.000 |    -0.72     1.61     1.53 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.300 |    0.000    0.000    0.000 |    -0.72     1.61     1.53 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.350 |    0.000    0.000    0.000 |    -0.72     1.61     1.53 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.400 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.450 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.500 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.550 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.600 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.650 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.700 |    0.000    0.000    0.000 |    -0.70     1.61     2.35 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.750 |    0.000    0.000    0.000 |    -0.72     1.57     3.54 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.800 |    0.000    0.000    0.000 |    -0.72     1.57     3.54 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.850 |    0.000    0.000    0.000 |    -0.72     1.57     3.54 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.900 |    0.000    0.000    0.000 |    -0.72     1.57     3.54 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    19.950 |    0.000    0.000    0.000 |    -0.72     1.57     3.54 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.000 |    0.000    0.000    0.000 |    -0.71     1.57     5.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.050 |    0.000    0.000    0.000 |    -0.71     1.57     5.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.100 |    0.000    0.000    0.000 |    -0.71     1.57     5.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.150 |    0.000    0.000    0.000 |    -0.71     1.57     5.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.200 |    0.000    0.000    0.000 |    -0.71     1.57     5.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.250 |    0.000    0.000    0.000 |    -0.70     1.58     8.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.300 |    0.000    0.000    0.000 |    -0.70     1.58     8.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.350 |    0.000    0.000    0.000 |    -0.70     1.58     8.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
    20.400 |    0.000    0.000    0.000 |    -0.70     1.58     8.31 |   587.8   754.5   660.5   687.8 |  1194  1249  1218  1227
