# Log de vuelo QAV250 Gemelo Digital
# Generado: 2026-06-05T15:45:22.143960
#
# Columnas:
#   t      = tiempo relativo al primer mensaje [s]
#   X      = posicion longitudinal (Pitch) [m]
#   Y      = posicion lateral (Roll) [m]
#   Z      = altura [m]
#   Roll   = angulo de alabeo [grados]
#   Pitch  = angulo de cabeceo [grados]
#   Yaw    = angulo de guinada [grados]
#   w1..w4 = velocidad angular de cada motor [rad/s]
#   pwm1..4= PWM de cada motor [us]
#
         t |        X        Y        Z |     Roll    Pitch      Yaw |      w1      w2      w3      w4 |  pwm1  pwm2  pwm3  pwm4
    20.450 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.500 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.550 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.600 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.650 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.700 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.750 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.800 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.850 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.900 |    0.000    0.000    0.000 |    -0.58     1.86     0.13 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.950 |    0.000    0.000    0.000 |    -0.58     1.86     0.13 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.000 |    0.000    0.000    0.000 |    -0.58     1.86     0.13 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.050 |    0.000    0.000    0.000 |    -0.58     1.86     0.13 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.100 |    0.000    0.000    0.000 |    -0.58     1.86     0.13 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.150 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.200 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.250 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.300 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.350 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.400 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.450 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.500 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.550 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.600 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.650 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.700 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.750 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.800 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.850 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.900 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.950 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.000 |    0.000    0.000    0.000 |    -0.58     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.050 |    0.000    0.000    0.000 |    -0.57     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.100 |    0.000    0.000    0.000 |    -0.57     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.150 |    0.000    0.000    0.000 |    -0.57     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.200 |    0.000    0.000    0.000 |    -0.57     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.250 |    0.000    0.000    0.000 |    -0.57     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.300 |    0.000    0.000    0.000 |    -0.57     1.86     0.14 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.350 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.400 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.450 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.500 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.550 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.600 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.650 |    0.000    0.000    0.000 |    -0.58     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.700 |    0.000    0.000    0.000 |    -0.58     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.750 |    0.000    0.000    0.000 |    -0.58     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.800 |    0.000    0.000    0.000 |    -0.58     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.850 |    0.000    0.000    0.000 |    -0.58     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.900 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.950 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.000 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.050 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.100 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.150 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.200 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.250 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.300 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.350 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.400 |    0.000    0.000    0.000 |    -0.57     1.87     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.450 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.500 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.550 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.600 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.650 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.700 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.750 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.800 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.850 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.900 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.950 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.000 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.050 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.100 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.150 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.200 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.250 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.300 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.350 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.400 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.450 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.500 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.550 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.600 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.650 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.700 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.750 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.800 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.850 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.900 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.950 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.000 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.050 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.100 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.150 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.200 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.253 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.300 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.350 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.400 |    0.000    0.000    0.000 |    -0.57     1.87     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.450 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.500 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.550 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.600 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.650 |    0.000    0.000    0.000 |    -0.57     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.701 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.750 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.800 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.850 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.900 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.950 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.000 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.050 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.103 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.151 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.200 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.250 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.300 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.350 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.400 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.450 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.501 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.550 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.600 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.650 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.700 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.750 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.800 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.850 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.900 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.951 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.001 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.050 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.100 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.150 |    0.000    0.000    0.000 |    -0.58     1.86     0.15 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.200 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.250 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.300 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.350 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.400 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.450 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.500 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.550 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.600 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.650 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.700 |    0.000    0.000    0.000 |    -0.58     1.86     0.16 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.750 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.801 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.850 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.900 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.950 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.003 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.050 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.100 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.150 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.200 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.250 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.300 |    0.000    0.000    0.000 |    -0.58     1.86     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.350 |    0.000    0.000    0.000 |    -0.58     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.400 |    0.000    0.000    0.000 |    -0.58     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.450 |    0.000    0.000    0.000 |    -0.58     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.500 |    0.000    0.000    0.000 |    -0.58     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.550 |    0.000    0.000    0.000 |    -0.58     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.600 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.650 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.700 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.750 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.800 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.850 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.900 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.950 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.000 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.050 |    0.000    0.000    0.000 |    -0.58     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.100 |    0.000    0.000    0.000 |    -0.59     1.87     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.150 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.200 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.250 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.301 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.350 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.400 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.451 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.500 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.550 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.600 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.650 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.700 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.750 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.800 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.850 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.900 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.950 |    0.000    0.000    0.000 |    -0.59     1.87     0.17 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.000 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.050 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.100 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.150 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.200 |    0.000    0.000    0.000 |    -0.59     1.88     0.18 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.250 |    0.000    0.000    0.000 |    -0.59     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.301 |    0.000    0.000    0.000 |    -0.59     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.350 |    0.000    0.000    0.000 |    -0.59     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.400 |    0.000    0.000    0.000 |    -0.59     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.450 |    0.000    0.000    0.000 |    -0.59     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.500 |    0.000    0.000    0.000 |    -0.60     1.88     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.550 |    0.000    0.000    0.000 |    -0.60     1.88     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.600 |    0.000    0.000    0.000 |    -0.60     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.650 |    0.000    0.000    0.000 |    -0.60     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.700 |    0.000    0.000    0.000 |    -0.60     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    30.750 |    0.000    0.000    0.000 |    -0.60     1.87     0.19 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
