# Log de vuelo QAV250 Gemelo Digital
# Generado: 2026-06-05T13:26:31.656928
#
# Columnas:
#   t      = tiempo relativo al primer mensaje [s]
#   X      = posicion longitudinal (Pitch) [m]
#   Y      = posicion lateral (Roll) [m]
#   Z      = altura [m]
#   Roll   = angulo de alabeo [grados]
#   Pitch  = angulo de cabeceo [grados]
#   Yaw    = angulo de guinada [grados]
#   w1..w4 = velocidad angular de cada motor [rad/s]
#   pwm1..4= PWM de cada motor [us]
#
         t |        X        Y        Z |     Roll    Pitch      Yaw |      w1      w2      w3      w4 |  pwm1  pwm2  pwm3  pwm4
    46.450 |   -0.702   -0.164    2.113 |    -1.50    -1.05    46.55 |   599.9  1339.2  1290.8  1175.6 |  1198  1442  1426  1388
    46.500 |   -0.733   -0.159    2.205 |    -1.50    -1.05    46.55 |   599.9  1339.2  1290.8  1175.6 |  1198  1442  1426  1388
    46.550 |   -0.764   -0.153    2.298 |    -1.50    -1.05    46.55 |   599.9  1339.2  1290.8  1175.6 |  1198  1442  1426  1388
    46.603 |   -0.796   -0.148    2.397 |    -1.50    -1.05    46.55 |   599.9  1339.2  1290.8  1175.6 |  1198  1442  1426  1388
    46.650 |   -0.825   -0.143    2.488 |    -1.50    -1.05    46.55 |   599.9  1339.2  1290.8  1175.6 |  1198  1442  1426  1388
    46.700 |   -0.855   -0.138    2.587 |    -1.50    -1.05    46.55 |   599.9  1339.2  1290.8  1175.6 |  1198  1442  1426  1388
    46.750 |   -0.884   -0.133    2.688 |    -1.50    -1.05    46.55 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    46.800 |   -0.912   -0.127    2.791 |    -0.72     2.73    46.46 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    46.850 |   -0.938   -0.119    2.896 |    -0.72     2.73    46.46 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    46.900 |   -0.961   -0.111    3.004 |    -0.72     2.73    46.46 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    46.950 |   -0.984   -0.102    3.113 |    -0.72     2.73    46.46 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.000 |   -1.004   -0.092    3.225 |    -0.72     2.73    46.46 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.050 |   -1.022   -0.081    3.339 |    -0.34     5.30    46.71 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.100 |   -1.037   -0.067    3.455 |    -0.76     5.61    46.67 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.150 |   -1.050   -0.052    3.572 |    -0.76     5.61    46.67 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.200 |   -1.061   -0.035    3.692 |    -0.76     5.61    46.67 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.250 |   -1.070   -0.017    3.813 |    -0.76     5.61    46.67 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.300 |   -1.076    0.004    3.936 |    -0.76     5.61    46.67 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.350 |   -1.081    0.024    4.060 |    -0.14     2.88    46.04 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.402 |   -1.085    0.045    4.190 |    -0.14     2.88    46.04 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.450 |   -1.088    0.065    4.314 |    -0.14     2.88    46.04 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.500 |   -1.090    0.086    4.444 |    -0.14     2.88    46.04 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.550 |   -1.091    0.108    4.575 |    -0.14     2.88    46.04 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.600 |   -1.090    0.130    4.708 |    -0.03     4.81    45.69 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.650 |   -1.087    0.153    4.842 |    -0.03     4.81    45.69 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.700 |   -1.083    0.177    4.977 |    -0.03     4.81    45.69 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.750 |   -1.077    0.201    5.114 |    -0.03     4.81    45.69 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.800 |   -1.070    0.226    5.252 |    -0.03     4.81    45.69 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.850 |   -1.061    0.253    5.392 |    -0.24     5.52    45.22 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.900 |   -1.050    0.280    5.532 |    -0.24     5.52    45.22 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    47.950 |   -1.038    0.308    5.674 |    -0.12     6.17    44.65 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.000 |   -1.024    0.338    5.817 |    -0.12     6.17    44.65 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.050 |   -1.009    0.368    5.961 |    -0.12     6.17    44.65 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.100 |   -0.992    0.399    6.106 |    -0.12     6.17    44.65 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.150 |   -0.973    0.432    6.253 |    -0.12     6.17    44.65 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.200 |   -0.954    0.465    6.400 |    -0.40     6.35    44.64 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.250 |   -0.932    0.499    6.548 |    -0.40     6.35    44.64 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.300 |   -0.910    0.534    6.697 |    -0.40     6.35    44.64 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.350 |   -0.886    0.571    6.847 |    -0.40     6.35    44.64 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.400 |   -0.861    0.608    6.998 |    -0.40     6.35    44.64 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.450 |   -0.836    0.645    7.150 |    -0.16     4.09    44.23 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.500 |   -0.811    0.682    7.303 |    -0.16     4.09    44.23 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.550 |   -0.785    0.719    7.457 |    -0.16     4.09    44.23 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.600 |   -0.759    0.755    7.612 |    -0.16     4.09    44.23 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.650 |   -0.732    0.792    7.768 |    -0.16     4.09    44.23 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.700 |   -0.705    0.826    7.924 |     5.22     0.72    43.62 |   963.5  1363.5  1145.3  1154.4 |  1318  1450  1378  1381
    48.750 |   -0.676    0.856    8.082 |     5.22     0.72    43.62 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    48.801 |   -0.646    0.884    8.244 |     5.22     0.72    43.62 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    48.850 |   -0.617    0.908    8.398 |     5.22     0.72    43.62 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    48.900 |   -0.586    0.930    8.558 |     5.22     0.72    43.62 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    48.950 |   -0.554    0.949    8.718 |     5.22     0.72    43.62 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.000 |   -0.521    0.965    8.878 |     5.22     0.72    43.62 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.051 |   -0.487    0.979    9.042 |     5.86     0.59    43.41 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.100 |   -0.454    0.991    9.202 |     4.82     1.51    43.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.150 |   -0.419    1.002    9.364 |     4.82     1.51    43.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.200 |   -0.383    1.010    9.527 |     4.82     1.51    43.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.250 |   -0.346    1.017    9.691 |     4.82     1.51    43.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.300 |   -0.309    1.023    9.855 |     4.82     1.51    43.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.350 |   -0.270    1.028   10.020 |     5.28     4.72    45.55 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.400 |   -0.229    1.032   10.185 |     5.28     4.72    45.55 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.450 |   -0.186    1.037   10.351 |     5.28     4.72    45.55 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.500 |   -0.141    1.041   10.517 |     5.28     4.72    45.55 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.550 |   -0.095    1.044   10.683 |     5.28     4.72    45.55 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.600 |   -0.047    1.049   10.850 |     3.06     6.19    46.04 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.650 |    0.002    1.054   11.017 |     3.06     6.19    46.04 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.700 |    0.053    1.061   11.184 |     3.06     6.19    46.04 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.750 |    0.104    1.068   11.352 |     3.06     6.19    46.04 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.800 |    0.157    1.077   11.521 |     3.06     6.19    46.04 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.850 |    0.210    1.086   11.689 |     2.45     5.97    47.86 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.900 |    0.264    1.097   11.858 |     2.45     5.97    47.86 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    49.950 |    0.319    1.108   12.029 |     2.45     5.97    47.86 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.000 |    0.374    1.120   12.197 |     2.45     5.97    47.86 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.050 |    0.430    1.134   12.368 |     2.45     5.97    47.86 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.100 |    0.486    1.148   12.538 |     2.83     6.21    47.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.150 |    0.544    1.162   12.708 |     2.83     6.21    47.90 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.200 |    0.602    1.178   12.880 |     2.90     5.81    48.57 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.250 |    0.660    1.194   13.051 |     2.90     5.81    48.57 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.300 |    0.720    1.210   13.222 |     2.90     5.81    48.57 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.350 |    0.779    1.227   13.394 |     2.90     5.81    48.57 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.400 |    0.840    1.245   13.567 |     2.90     5.81    48.57 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.450 |    0.900    1.264   13.738 |     2.38     6.29    48.70 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.501 |    0.962    1.283   13.912 |     2.40     6.68    49.48 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.550 |    1.023    1.304   14.084 |     2.40     6.68    49.48 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.603 |    1.086    1.325   14.257 |     2.40     6.68    49.48 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.650 |    1.148    1.347   14.431 |     2.40     6.68    49.48 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.700 |    1.211    1.370   14.604 |     2.40     6.68    49.48 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.750 |    1.275    1.394   14.778 |     3.25     6.60    49.77 |   963.5  1351.4  1136.2  1172.6 |  1318  1446  1375  1387
    50.800 |    1.340    1.418   14.953 |     3.25     6.60    49.77 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    50.850 |    1.405    1.442   15.127 |     3.25     6.60    49.77 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    50.900 |    1.471    1.467   15.303 |     3.25     6.60    49.77 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    50.950 |    1.538    1.493   15.478 |     3.25     6.60    49.77 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.000 |    1.605    1.519   15.655 |     3.25     6.60    49.77 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.051 |    1.673    1.543   15.833 |     4.38     0.89    48.69 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.100 |    1.738    1.564   16.009 |     4.38     0.89    48.69 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.150 |    1.802    1.583   16.186 |     4.38     0.89    48.69 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.200 |    1.866    1.601   16.365 |     4.38     0.89    48.69 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.250 |    1.928    1.616   16.544 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.300 |    1.987    1.629   16.723 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.350 |    2.044    1.640   16.903 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.400 |    2.099    1.649   17.084 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.450 |    2.151    1.656   17.265 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.500 |    2.202    1.661   17.447 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.550 |    2.251    1.664   17.628 |     2.35    -1.83    48.63 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.600 |    2.295    1.669   17.811 |    -5.40     0.18    49.17 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.650 |    2.336    1.676   17.994 |    -5.40     0.18    49.17 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.700 |    2.373    1.685   18.177 |    -5.40     0.18    49.17 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.750 |    2.406    1.695   18.360 |    -5.40     0.18    49.17 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.800 |    2.435    1.706   18.544 |    -5.40     0.18    49.17 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.850 |    2.461    1.719   18.728 |    -6.50     0.12    49.47 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.900 |    2.484    1.734   18.912 |    -6.50     0.12    49.47 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    51.950 |    2.502    1.750   19.097 |    -6.50     0.12    49.47 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.000 |    2.518    1.768   19.282 |    -6.50     0.12    49.47 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.050 |    2.530    1.788   19.467 |    -6.50     0.12    49.47 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.100 |    2.539    1.809   19.652 |    -6.50     0.12    49.47 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.150 |    2.546    1.831   19.837 |    -6.64     0.41    48.85 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.200 |    2.550    1.855   20.023 |    -6.64     0.41    48.85 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.250 |    2.551    1.880   20.209 |    -6.64     0.41    48.85 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.300 |    2.549    1.907   20.395 |    -6.64     0.41    48.85 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.350 |    2.545    1.934   20.582 |    -6.64     0.41    48.85 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.400 |    2.539    1.964   20.768 |    -6.72     0.44    48.27 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.450 |    2.531    1.994   20.954 |    -6.78     0.53    47.79 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.500 |    2.521    2.026   21.142 |    -6.78     0.53    47.79 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.550 |    2.508    2.058   21.329 |    -6.78     0.53    47.79 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.600 |    2.494    2.092   21.516 |    -6.78     0.53    47.79 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.650 |    2.478    2.128   21.704 |    -6.78     0.53    47.79 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.700 |    2.460    2.164   21.891 |    -6.78     0.53    47.79 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.750 |    2.441    2.201   22.078 |    -6.98     0.17    46.38 |  1148.4  1139.3   930.2  1412.0 |  1379  1376  1307  1466
    52.800 |    2.420    2.239   22.265 |    -6.98     0.17    46.38 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    52.850 |    2.397    2.278   22.451 |    -6.98     0.17    46.38 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    52.900 |    2.373    2.317   22.637 |    -6.98     0.17    46.38 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    52.950 |    2.347    2.358   22.822 |    -6.98     0.17    46.38 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.000 |    2.320    2.399   23.007 |    -6.98     0.17    46.38 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.051 |    2.291    2.442   23.197 |    -6.93    -0.05    45.90 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.100 |    2.262    2.484   23.377 |    -6.93    -0.05    45.90 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.150 |    2.231    2.527   23.561 |    -6.93    -0.05    45.90 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.200 |    2.199    2.570   23.744 |    -6.93    -0.05    45.90 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.250 |    2.165    2.615   23.928 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.300 |    2.131    2.660   24.111 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.350 |    2.096    2.705   24.294 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.400 |    2.061    2.751   24.476 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.450 |    2.024    2.798   24.658 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.500 |    1.987    2.845   24.841 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.550 |    1.949    2.893   25.022 |    -6.70     0.31    44.92 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.600 |    1.912    2.940   25.204 |    -4.04     1.14    44.19 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.650 |    1.876    2.988   25.385 |    -4.04     1.14    44.19 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.700 |    1.840    3.035   25.566 |    -4.04     1.14    44.19 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.750 |    1.804    3.082   25.748 |    -4.04     1.14    44.19 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.800 |    1.769    3.128   25.928 |    -4.04     1.14    44.19 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.850 |    1.735    3.175   26.109 |    -4.04     1.14    44.19 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.900 |    1.705    3.221   26.290 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    53.950 |    1.679    3.267   26.470 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.000 |    1.657    3.312   26.651 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.050 |    1.639    3.356   26.831 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.100 |    1.625    3.400   27.010 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.150 |    1.615    3.443   27.190 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.200 |    1.608    3.486   27.369 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.250 |    1.604    3.529   27.548 |     2.00     6.16    43.41 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.300 |    1.604    3.571   27.728 |     2.25     6.59    43.52 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.350 |    1.606    3.613   27.906 |     2.25     6.59    43.52 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.400 |    1.612    3.654   28.085 |     2.25     6.59    43.52 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.450 |    1.621    3.695   28.263 |     2.25     6.59    43.52 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.500 |    1.633    3.736   28.442 |     2.68     6.45    43.55 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.550 |    1.648    3.776   28.620 |     2.68     6.45    43.55 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.600 |    1.665    3.816   28.798 |     2.68     6.45    43.55 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.650 |    1.685    3.855   28.975 |     2.68     6.45    43.55 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.700 |    1.707    3.894   29.153 |     2.54     6.34    43.53 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.750 |    1.731    3.933   29.330 |     2.53     6.48    43.49 |  1081.7  1227.1  1157.4  1163.5 |  1357  1405  1382  1384
    54.800 |    1.758    3.971   29.507 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    54.850 |    1.787    4.009   29.684 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    54.900 |    1.818    4.046   29.862 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    54.950 |    1.851    4.083   30.038 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.000 |    1.886    4.120   30.215 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.050 |    1.922    4.157   30.391 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.100 |    1.960    4.194   30.568 |     2.53     6.48    43.49 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.150 |    1.998    4.229   30.745 |     0.55     3.14    43.26 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.200 |    2.036    4.265   30.921 |     0.55     3.14    43.26 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.250 |    2.073    4.299   31.098 |     0.55     3.14    43.26 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.301 |    2.111    4.334   31.278 |     0.55     3.14    43.26 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.350 |    2.148    4.368   31.451 |    -1.09     5.82    42.99 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.400 |    2.185    4.404   31.628 |    -1.09     5.82    42.99 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.450 |    2.223    4.441   31.805 |    -1.09     5.82    42.99 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.500 |    2.260    4.478   31.981 |    -1.09     5.82    42.99 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.550 |    2.299    4.517   32.158 |    -1.59     6.48    42.21 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.600 |    2.337    4.556   32.334 |    -1.59     6.48    42.21 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.650 |    2.375    4.597   32.511 |    -1.59     6.48    42.21 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.700 |    2.414    4.639   32.687 |    -1.59     6.48    42.21 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.750 |    2.453    4.683   32.864 |    -1.59     6.48    42.21 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.800 |    2.492    4.727   33.039 |    -1.80     6.44    41.72 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.850 |    2.532    4.771   33.215 |    -1.80     6.44    41.72 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.900 |    2.572    4.818   33.392 |    -1.75     6.67    41.24 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    55.950 |    2.611    4.864   33.567 |    -1.75     6.67    41.24 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    56.000 |    2.651    4.912   33.743 |    -1.75     6.67    41.24 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    56.050 |    2.692    4.961   33.918 |    -1.75     6.67    41.24 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    56.100 |    2.732    5.010   34.094 |    -1.75     6.67    41.24 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    56.151 |    2.773    5.060   34.271 |    -1.86     5.33    40.23 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    56.200 |    2.812    5.110   34.445 |    -1.86     5.33    40.23 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
    56.250 |    2.852    5.160   34.621 |    -1.86     5.33    40.23 |  1051.4  1260.5  1196.8  1118.1 |  1347  1416  1395  1369
