# Log de vuelo QAV250 Gemelo Digital
# Generado: 2026-06-05T13:26:31.656928
#
# Columnas:
#   t      = tiempo relativo al primer mensaje [s]
#   X      = posicion longitudinal (Pitch) [m]
#   Y      = posicion lateral (Roll) [m]
#   Z      = altura [m]
#   Roll   = angulo de alabeo [grados]
#   Pitch  = angulo de cabeceo [grados]
#   Yaw    = angulo de guinada [grados]
#   w1..w4 = velocidad angular de cada motor [rad/s]
#   pwm1..4= PWM de cada motor [us]
#
         t |        X        Y        Z |     Roll    Pitch      Yaw |      w1      w2      w3      w4 |  pwm1  pwm2  pwm3  pwm4
    19.750 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    19.800 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    19.850 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    19.900 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    19.951 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.000 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.050 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.100 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.150 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.200 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.250 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.300 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.350 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.400 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.450 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.500 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.550 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.600 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.650 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.700 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.750 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.800 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.850 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.900 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    20.950 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.000 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.050 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.100 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.150 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.201 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.250 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.300 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.350 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.400 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.450 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.500 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.550 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.600 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.650 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.700 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.750 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.800 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.850 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.900 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    21.950 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.000 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.050 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.101 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.150 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.200 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.251 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.300 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.350 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.400 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.450 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.500 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.550 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.600 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.650 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.700 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.750 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.800 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.850 |    0.000    0.000    0.000 |    -0.67     1.81    -0.03 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.900 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    22.950 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.000 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.050 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.100 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.150 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.200 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.250 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.300 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.350 |    0.000    0.000    0.000 |    -0.68     1.79    -0.28 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.400 |    0.000    0.000    0.000 |    -0.68     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.450 |    0.000    0.000    0.000 |    -0.68     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.500 |    0.000    0.000    0.000 |    -0.68     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.550 |    0.000    0.000    0.000 |    -0.68     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.600 |    0.000    0.000    0.000 |    -0.68     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.650 |    0.000    0.000    0.000 |    -0.68     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.700 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.750 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.800 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.852 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.900 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    23.950 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.000 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.050 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.100 |    0.000    0.000    0.000 |    -0.69     1.79    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.150 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.200 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.250 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.301 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.350 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.400 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.450 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.500 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.550 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.600 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.650 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.700 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.750 |    0.000    0.000    0.000 |    -0.68     1.79    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.800 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.850 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.900 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    24.950 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.000 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.050 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.100 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.150 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.200 |    0.000    0.000    0.000 |    -0.68     1.79    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.250 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.300 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.350 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.400 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.450 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.500 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.550 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.600 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.650 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.700 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.750 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.800 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.850 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.900 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    25.950 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.000 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.050 |    0.000    0.000    0.000 |    -0.68     1.78    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.100 |    0.000    0.000    0.000 |    -0.68     1.78    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.150 |    0.000    0.000    0.000 |    -0.68     1.78    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.200 |    0.000    0.000    0.000 |    -0.68     1.78    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.250 |    0.000    0.000    0.000 |    -0.68     1.78    -0.29 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.300 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.350 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.400 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.450 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.500 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.550 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.600 |    0.000    0.000    0.000 |    -0.68     1.78    -0.30 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.650 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.700 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.750 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.800 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.853 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.900 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    26.950 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.000 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.051 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.100 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.150 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.200 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.250 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.300 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.350 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.400 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.450 |    0.000    0.000    0.000 |    -0.68     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.500 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.550 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.600 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.650 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.700 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.750 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.800 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.851 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.900 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    27.950 |    0.000    0.000    0.000 |    -0.69     1.78    -0.31 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.000 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.050 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.100 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.150 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.200 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.250 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.300 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.350 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.400 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.450 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.500 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.550 |    0.000    0.000    0.000 |    -0.69     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.600 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.650 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.700 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.750 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.800 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.850 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.900 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    28.950 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.000 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.052 |    0.000    0.000    0.000 |    -0.68     1.78    -0.33 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.100 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.150 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.200 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.250 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.300 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.350 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.400 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.451 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.500 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.550 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.600 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.650 |    0.000    0.000    0.000 |    -0.68     1.78    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.700 |    0.000    0.000    0.000 |    -0.68     1.77    -0.32 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.750 |    0.000    0.000    0.000 |    -0.68     1.77    -0.34 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.800 |    0.000    0.000    0.000 |    -0.68     1.77    -0.34 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.850 |    0.000    0.000    0.000 |    -0.68     1.77    -0.34 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
    29.900 |    0.000    0.000    0.000 |    -0.68     1.77    -0.34 |     0.0     0.0     0.0     0.0 |  1000  1000  1000  1000
